Jenis Kelamin,Umur_Group,Wilayah,Tanggapan,Tanggapan_Final,Dimensi,Sentimen
Laki laki,8-11 tahun,Aceh Utara,cari barang sekolah,cari barang sekolah,1. Pendidikan,Netral
Laki laki,8-11 tahun,Aceh Utara,cari barang sekolah,cari barang sekolah,4. Kesejahteraan Sosial,Netral
Laki laki,8-11 tahun,Aceh Utara,jalanjalan,jalanjalan,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,main bola,main bola,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,jalan kaki ke jalan raya,jalan kaki jalan raya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,sakit kaki,sakit kaki,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Aceh Utara,suasana serem,suasana rem,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,banjir luar dugaan,banjir luar duga,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,tidak menyangka airnya besar,sangka air besar,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,lingkungan berubah,lingkung ubah,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,banyak aktivitas terganggu,banyak aktivitas ganggu,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,tidak ada air bersih,ada air bersih,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,tidak ada kamar mandi,ada kamar mandi,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,banjirnya tinggi,banjir tinggi,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,rumah rusak,rumah rusak,4. Kesejahteraan Sosial,Negatif
Perempuan,12-14 tahun,Aceh Utara,jalan kotor,jalan kotor,2. Kesehatan,Netral
Perempuan,12-14 tahun,Aceh Utara,dengar teriakan minta tolong,dengar ria minta,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,dengar cerita banjir,dengar cerita banjir,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,dengar teman yang pindah karena banjir,dengar teman pindah banjir,3. Perlindungan Anak,Netral
Perempuan,12-14 tahun,Aceh Utara,lapar,lapar,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Aceh Utara,tidak selera makan,selera makan,2. Kesehatan,Netral
Perempuan,12-14 tahun,Aceh Utara,sakit,sakit,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Aceh Utara,angkat kayu bakar,angkat kayu bakar,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,takut tidak pernah lihat banjir sebesar ini,takut pernah lihat banjir besar,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Aceh Utara,masih takut lihat banjir,takut lihat banjir,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Aceh Utara,sedih tidak pernah mengalami sebelumnya,sedih pernah alami belum,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Aceh Utara,gelisah waktu hujan,gelisah waktu hujan,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,takut banjir lagi,takut banjir,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Aceh Utara,bosan tapi bersyukur,bosan syukur,5. Pengetahuan Bencana,Positif
Perempuan,12-14 tahun,Aceh Utara,bersihbersih,bersihbersih,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,cuci baju,cuci baju,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,cepat bersih,cepat bersih,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,sakit karena bersihbersih,sakit bersihbersih,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Aceh Utara,jalan jauh,jalan jauh,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,tidak ada kendaraan,ada kendara,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,kaki sakit,kaki sakit,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Aceh Utara,tidak ada sendal,ada sendal,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,hewan ternak habis,hewan ternak habis,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,mikir orangtua mati ke bawa arus banjir,mikir orangtua mati bawa arus banjir,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,sandal hilang,sandal hilang,Lainnya,Negatif
Laki laki,12-14 tahun,Aceh Utara,ga ada rumah kebawa arus air,ga rumah bawa arus air,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,takut mati hanyut,takut mati hanyut,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Aceh Utara,takut ilang mobil,takut ilang mobil,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Aceh Utara,ga bisa sekolah,ga sekolah,1. Pendidikan,Netral
Laki laki,12-14 tahun,Aceh Utara,ga ada baju buku sekolah,ga baju buku sekolah,1. Pendidikan,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak kotoran manusia terbawa arus,banyak kotor manusia bawa arus,2. Kesehatan,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak bangkai hewan ternak di pinggir sungai,banyak bangkai hewan ternak pinggir sungai,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak bangkai hewan ternak di pinggir sungai,banyak bangkai hewan ternak pinggir sungai,5. Pengetahuan Bencana,Netral
Laki laki,12-14 tahun,Aceh Utara,motor mobil tenggelam,motor mobil tenggelam,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,sapi hanyut,sapi hanyut,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,orang kencing di luar masjid,orang kencing luar masjid,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,rumah hanyut orang nangis,rumah hanyut orang nang,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,ga ada wc,ga wc,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak mayat,banyak mayat,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,situasi kampung berantakan dan rebut,situasi kampung beranta rebut,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,orang tua nangis,orang tua nang,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,orang hanyut tapi ga mati minta tolong hanyut,orang hanyut ga mati minta hanyut,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,orang hampir gila ngomong sendiri,orang hampir gila ngomong sendiri,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,orang minta tolong,orang minta,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,suara rumah hancur,suara rumah hancur,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,lapar hari malam,lapar hari malam,2. Kesehatan,Negatif
Laki laki,12-14 tahun,Aceh Utara,berani bilang kalau bisa jangan terulang lagi banjir,berani bilang kalau jangan ulang banjir,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,orang bicara barang hanyut,orang bicara barang hanyut,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,orang berenang cari makanan,orang renang cari makan,2. Kesehatan,Netral
Laki laki,12-14 tahun,Aceh Utara,bawa kasur dari rumah rusak,bawa kasur rumah rusak,4. Kesejahteraan Sosial,Negatif
Laki laki,12-14 tahun,Aceh Utara,takut,takut,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Aceh Utara,takut trauma air naik,takut trauma air naik,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Aceh Utara,takut ilang nyawa,takut ilang nyawa,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Aceh Utara,susah,susah,Lainnya,Negatif
Laki laki,12-14 tahun,Aceh Utara,ga kenyang,ga kenyang,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,sakit perut,sakit perut,2. Kesehatan,Negatif
Laki laki,12-14 tahun,Aceh Utara,lemas ga makan,lemas ga makan,2. Kesehatan,Netral
Laki laki,12-14 tahun,Aceh Utara,lapar,lapar,2. Kesehatan,Negatif
Laki laki,12-14 tahun,Aceh Utara,ga enak badan,ga enak badan,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,susah buang air kecil nahan pipis,susah buang air kecil nahan pipis,4. Kesejahteraan Sosial,Negatif
Laki laki,12-14 tahun,Aceh Utara,bikin rumah ga ada tempat tidur pake kayu,bikin rumah ga tempat tidur pake kayu,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Aceh Utara,sekarang jualan kue,sekarang jual kue,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,bersih sekolah disuruh kepala desa,bersih sekolah suruh kepala desa,1. Pendidikan,Netral
Laki laki,12-14 tahun,Aceh Utara,tangan gatal karena air kotor,tangan gatal air kotor,2. Kesehatan,Netral
Laki laki,12-14 tahun,Aceh Utara,jalan kaki ambil bantuan jam km,jalan kaki ambil bantu jam km,5. Pengetahuan Bencana,Netral
Laki laki,12-14 tahun,Aceh Utara,minyak mahal jadi jalan kaki,minyak mahal jadi jalan kaki,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,gabisa main bola karena lumpur,gabisa main bola lumpur,2. Kesehatan,Netral
Laki laki,12-14 tahun,Aceh Utara,pulangpergi ke pengungsian,pulangpergi ungsi,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,orang jadi susah,orang jadi susah,Lainnya,Negatif
Perempuan,8-11 tahun,Langsa,pusing kondisi banjir,pusing kondisi banjir,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,gak bisa belajar dengan temanteman,gak ajar temanteman,3. Perlindungan Anak,Netral
Perempuan,8-11 tahun,Langsa,ngungsi,ngungsi,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,kotanya semakin licin,kota makin licin,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,melihat ular,lihat ular,3. Perlindungan Anak,Netral
Perempuan,8-11 tahun,Langsa,airnya kotor,air kotor,2. Kesehatan,Netral
Perempuan,8-11 tahun,Langsa,tempat tinggal akan roboh,tempat tinggal roboh,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,semakin kurus,makin kurus,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,lihat orang hanyut,lihat orang hanyut,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,suasana berubah,suasana ubah,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,melihat keadaan sekitar,lihat ada,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,lihat alfamart di bobol,lihat alfamart bobol,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,banyak debu,banyak debu,2. Kesehatan,Netral
Perempuan,8-11 tahun,Langsa,mendengar helikopter,dengar helikopter,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,dipanggil tim sar,panggil tim sar,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,menceritakan kehilangan,cerita hilang,Lainnya,Negatif
Perempuan,8-11 tahun,Langsa,dibilang jangan main dekat sungai,bilang jangan main dekat sungai,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Langsa,diberi nasehat,beri nasehat,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,pegal kebanyakan bersihbersih,pegal banyak bersihbersih,2. Kesehatan,Negatif
Perempuan,8-11 tahun,Langsa,pundak berat,pundak berat,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,kondisi kesehatan kurang baik,kondisi sehat kurang baik,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,kesedihan,sedih,3. Perlindungan Anak,Negatif
Perempuan,8-11 tahun,Langsa,panik,panik,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,degdegan,degdegan,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,sakit perut,sakit perut,2. Kesehatan,Negatif
Perempuan,8-11 tahun,Langsa,membantu mengepel,bantu kepel,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Langsa,ditarik,tarik,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,membantu mengangkat air,bantu angkat air,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Langsa,tidak bisa beraktivitas,bisa aktivitas,Lainnya,Netral
Perempuan,8-11 tahun,Langsa,jalanjalan,jalanjalan,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,air yang besar,air besar,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,kota jadi rusak,kota jadi rusak,Lainnya,Negatif
Laki laki,8-11 tahun,Langsa,barang rusak,barang rusak,4. Kesejahteraan Sosial,Negatif
Laki laki,8-11 tahun,Langsa,gak bisa belajar,gak ajar,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,internet terbatas,internet batas,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,orangnya kuruskurus,orang kuruskurus,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,melihat orang kesusahan,lihat orang susah,Lainnya,Negatif
Laki laki,8-11 tahun,Langsa,banyak air lumpur,banyak air lumpur,2. Kesehatan,Netral
Laki laki,8-11 tahun,Langsa,jalan terangkat,jalan angkat,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,mendengar orang hanyut,dengar orang hanyut,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,dengar jangan keluar dari pengungsian,dengar jangan keluar ungsi,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,mendengar arus air kencang,dengar arus air kencang,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,mendengar orang minta tolong,dengar orang minta,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,dengar jangan main jauhjauh nanti hanyut,dengar jangan main jauhjauh hanyut,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,kurang gizi,kurang gizi,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,kekurangan air,kurang air,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,makan indomie telur,makan indomie telur,2. Kesehatan,Netral
Laki laki,8-11 tahun,Langsa,tidak makan nasi,makan nasi,2. Kesehatan,Netral
Laki laki,8-11 tahun,Langsa,gak bisa makan,gak makan,2. Kesehatan,Netral
Laki laki,8-11 tahun,Langsa,pegal,pegal,2. Kesehatan,Negatif
Laki laki,8-11 tahun,Langsa,bahu patah,bahu patah,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,sedih,sedih,3. Perlindungan Anak,Negatif
Laki laki,8-11 tahun,Langsa,panas,panas,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,bosen,bosen,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,tidak ada tempat nyaman,ada tempat nyaman,3. Perlindungan Anak,Positif
Laki laki,8-11 tahun,Langsa,kelelahan,lelah,2. Kesehatan,Negatif
Laki laki,8-11 tahun,Langsa,sampai sakit makan itu saja,sakit makan saja,2. Kesehatan,Negatif
Laki laki,8-11 tahun,Langsa,kelaparan,lapar,2. Kesehatan,Negatif
Laki laki,8-11 tahun,Langsa,sakit perut,sakit perut,2. Kesehatan,Negatif
Laki laki,8-11 tahun,Langsa,bencana kehilangan baju,bencana hilang baju,Lainnya,Negatif
Laki laki,8-11 tahun,Langsa,tidak dapat menolong karena banjir,dapat tolong banjir,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,berpegangan,gang,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,membersihkan lumpur,bersih lumpur,2. Kesehatan,Netral
Laki laki,8-11 tahun,Langsa,mengangkat barang,angkat barang,4. Kesejahteraan Sosial,Netral
Laki laki,8-11 tahun,Langsa,tidak bisa kerja kelompok,bisa kerja kelompok,Lainnya,Netral
Laki laki,8-11 tahun,Langsa,kaki kedinginan,kaki dingin,6. Harapan Anak,Netral
Perempuan,12-14 tahun,Langsa,seru mandi di sungai karena sama kawan,seru mandi sungai sama kawan,5. Pengetahuan Bencana,Netral
Perempuan,12-14 tahun,Langsa,awalnya takut sekarang senang sudah lebih baik,awal takut sekarang senang lebih baik,3. Perlindungan Anak,Netral
Perempuan,12-14 tahun,Langsa,rumah yang dulu ada motor,rumah dulu motor,4. Kesejahteraan Sosial,Netral
Perempuan,12-14 tahun,Langsa,demam,demam,2. Kesehatan,Netral
Perempuan,12-14 tahun,Langsa,mikir perlengkapan sekolah,mikir lengkap sekolah,1. Pendidikan,Netral
Perempuan,12-14 tahun,Langsa,mikirin nenek,mikirin nenek,Lainnya,Netral
Perempuan,12-14 tahun,Langsa,warna bangunan berubah,warna bangun ubah,6. Harapan Anak,Netral
Perempuan,12-14 tahun,Langsa,sampah,sampah,5. Pengetahuan Bencana,Netral
Perempuan,12-14 tahun,Langsa,tanaman terbawa arus,tanam bawa arus,5. Pengetahuan Bencana,Netral
Perempuan,12-14 tahun,Langsa,jalanan licin,jalan licin,Lainnya,Netral
Perempuan,12-14 tahun,Langsa,dengar jembatan rusak,dengar jembatan rusak,Lainnya,Negatif
Perempuan,12-14 tahun,Langsa,makan indomie selama seminggu,makan indomie lama minggu,2. Kesehatan,Netral
Perempuan,12-14 tahun,Langsa,pegel,gel,Lainnya,Netral
Perempuan,12-14 tahun,Langsa,capek,capek,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Langsa,takut air naik lagi,takut air naik,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Langsa,sedih,sedih,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Langsa,sedih karena ga bisa komunikasi,sedih ga komunikasi,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Langsa,trauma,trauma,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Langsa,biasa saja,biasa,Lainnya,Netral
Perempuan,12-14 tahun,Langsa,seneng pas main banjir,neng pas main banjir,Lainnya,Netral
Perempuan,12-14 tahun,Langsa,masuk angin,masuk angin,Lainnya,Netral
Perempuan,12-14 tahun,Langsa,perutnya mual karena banyak makan indomie,perut mual banyak makan indomie,2. Kesehatan,Netral
Perempuan,12-14 tahun,Langsa,bersihin rumah,bersihin rumah,4. Kesejahteraan Sosial,Netral
Perempuan,12-14 tahun,Langsa,gotong royong membersihkan kelas,gotong royong bersih kelas,1. Pendidikan,Netral
Perempuan,12-14 tahun,Langsa,gotong royong membersihkan kelas,gotong royong bersih kelas,5. Pengetahuan Bencana,Netral
Perempuan,12-14 tahun,Langsa,jalan mengangkat air,jalan angkat air,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,mikir kendaraan rusak,mikir kendara rusak,Lainnya,Negatif
Laki laki,12-14 tahun,Langsa,pusing,pusing,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,baju sekolah basah,baju sekolah basah,1. Pendidikan,Netral
Laki laki,12-14 tahun,Langsa,tidak bisa bermain bola,bisa main bola,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,barang elektronik,barang elektronik,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Langsa,memikirkan orang tua,pikir orang tua,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,rumah terbawa banjir,rumah bawa banjir,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Langsa,bangunan bergetar,bangun getar,6. Harapan Anak,Netral
Laki laki,12-14 tahun,Langsa,barangbarang hilang,barangbarang hilang,4. Kesejahteraan Sosial,Negatif
Laki laki,12-14 tahun,Langsa,gas banyak yg hanyut,gas banyak yg hanyut,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,jalannya hancur,jalan hancur,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,barangbarang hanyut,barangbarang hanyut,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Langsa,dengar banyak rumah rusak akibat banjir besar,dengar banyak rumah rusak akibat banjir besar,4. Kesejahteraan Sosial,Negatif
Laki laki,12-14 tahun,Langsa,memakan ikan ketika ada yang menjualnya,makan ikan ada jual,2. Kesehatan,Netral
Laki laki,12-14 tahun,Langsa,enak makan indomie,enak makan indomie,2. Kesehatan,Netral
Laki laki,12-14 tahun,Langsa,lapar karena bersiap terjadi banjir,lapar siap jadi banjir,2. Kesehatan,Negatif
Laki laki,12-14 tahun,Langsa,sakit badan,sakit badan,2. Kesehatan,Negatif
Laki laki,12-14 tahun,Langsa,linu,linu,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,memikul air,pikul air,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,cemas karena belum ada buku,cemas belum buku,1. Pendidikan,Negatif
Laki laki,12-14 tahun,Langsa,cemas karena belum ada buku,cemas belum buku,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Langsa,khawatir,khawatir,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Langsa,takut air naik,takut air naik,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Langsa,sedih,sedih,3. Perlindungan Anak,Negatif
Laki laki,12-14 tahun,Langsa,sakit perut,sakit perut,2. Kesehatan,Negatif
Laki laki,12-14 tahun,Langsa,pegel,gel,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,mengangkat barang,angkat barang,4. Kesejahteraan Sosial,Netral
Laki laki,12-14 tahun,Langsa,mencuci toples,cuci toples,1. Pendidikan,Netral
Laki laki,12-14 tahun,Langsa,jalan ke kedai cari listrik,jalan kedai cari listrik,Lainnya,Netral
Laki laki,12-14 tahun,Langsa,jalan ke sungai mandi,jalan sungai mandi,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Sibolga Utara,takut kerena banjir,takut rena banjir,3. Perlindungan Anak,Negatif
Perempuan,8-11 tahun,Sibolga Utara,takut,takut,3. Perlindungan Anak,Negatif
Perempuan,8-11 tahun,Sibolga Utara,cemas,cemas,3. Perlindungan Anak,Negatif
Perempuan,8-11 tahun,Sibolga Utara,lari,lari,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,menyelamatkan adik ibu ayah dan diri sendiri,selamat adik ibu ayah diri sendiri,4. Kesejahteraan Sosial,Netral
Perempuan,8-11 tahun,Sibolga Utara,aku mau lari ke posko,aku mau lari posko,6. Harapan Anak,Netral
Perempuan,8-11 tahun,Sibolga Utara,menyelamatkan adik mama dan bapak,selamat adik mama bapak,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,takut cemas,takut cemas,3. Perlindungan Anak,Negatif
Perempuan,8-11 tahun,Sibolga Utara,takut longsor,takut longsor,3. Perlindungan Anak,Negatif
Perempuan,8-11 tahun,Sibolga Utara,takut longsor,takut longsor,5. Pengetahuan Bencana,Negatif
Perempuan,8-11 tahun,Sibolga Utara,seram,seram,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,kulihat rumah dibawa air yang deras,lihat rumah bawa air deras,4. Kesejahteraan Sosial,Netral
Perempuan,8-11 tahun,Sibolga Utara,kulihat pohon yang besar dibawa air juga,lihat pohon besar bawa air,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Sibolga Utara,sebelumnya rumah masih kokoh berdiri lalu setelah banjir rumah bergeser karena air dan tanah lalu roboh,belum rumah kokoh diri lalu banjir rumah geser air tanah lalu roboh,4. Kesejahteraan Sosial,Netral
Perempuan,8-11 tahun,Sibolga Utara,banyak bebatuan yang dating,banyak bebatuan dating,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,kondisi air dan sungai berubah,kondisi air sungai ubah,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Sibolga Utara,rumah hancur,rumah hancur,4. Kesejahteraan Sosial,Netral
Perempuan,8-11 tahun,Sibolga Utara,kayu batu sampah sungai hancur pasir dan longsor,kayu batu sampah sungai hancur pasir longsor,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Sibolga Utara,banyak orang terluka,banyak orang luka,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,sebelum bencana banjir kondisinya indah banyak tanaman bungabunga lalu setelah banjir banyak kayu batu rumah hancur dan tidak indah lagi,bencana banjir kondisi indah banyak tanam bungabunga lalu banjir banyak kayu batu rumah hancur tidak indah,4. Kesejahteraan Sosial,Netral
Perempuan,8-11 tahun,Sibolga Utara,sebelum bencana banjir kondisinya indah banyak tanaman bungabunga lalu setelah banjir banyak kayu batu rumah hancur dan tidak indah lagi,bencana banjir kondisi indah banyak tanam bungabunga lalu banjir banyak kayu batu rumah hancur tidak indah,5. Pengetahuan Bencana,Netral
Perempuan,8-11 tahun,Sibolga Utara,suara hujan,suara hujan,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,suara petir,suara petir,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,suara air,suara air,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,suara angin,suara angin,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,suara batu,suara batu,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,saya mendengar suara hujan deras,dengar suara hujan deras,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,saya mendengar suara air deras,dengar suara air deras,Lainnya,Netral
Perempuan,8-11 tahun,Sibolga Utara,saya mendengar suara banjir menghancurkan rumah,dengar suara banjir hancur rumah,4. Kesejahteraan Sosial,Netral
Perempuan,8-11 tahun,Sibolga Utara,saya mendengar suara rumah roboh dan hanyut dibawa air,dengar suara rumah roboh hanyut bawa air,4. Kesejahteraan Sosial,Netral
